Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Date,Time,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps),PIN Code,State
TXN3447478998,ACC30234,ACC51652,31459,Deposit,10/16/2023,0.436805556,Success,TRUE,"48.8566 N, 139.6917 W",Mobile,Slice1,51,214,1842,Nevada
TXN8149798658,ACC51762,ACC51094,39166,Deposit,10/16/2023,10:10:00 AM,Success,TRUE,"55.7558 N, 2.3522 W",Mobile,Slice3,94,89,3020,Louisiana
TXN1514038740,ACC25986,ACC14717,17807,Transfer,10/16/2023,10:32:00 AM,Success,FALSE,"40.7128 N, 37.6173 W",Desktop,Slice3,76,122,9155,Iowa
TXN9917648306,ACC88990,ACC64737,43757,Deposit,10/17/2023,0.458333333,Success,FALSE,"34.0522 N, -118.2437 W",Desktop,Slice2,100,167,6021,South Dakota
TXN6552482713,ACC17345,ACC68442,97569,Deposit,10/17/2023,0.440277778,Success,TRUE,"40.7128 N, -118.2437 W",Mobile,Slice1,77,157,5352,Delaware
TXN3866221574,ACC24246,ACC83779,32073,Deposit,10/17/2023,10:13:00 AM,Success,TRUE,"48.8566 N, -74.006 W",Mobile,Slice3,52,132,3718,South Dakota
TXN5340375676,ACC14278,ACC69811,129331,Withdrawal,10/17/2023,10:59:00 AM,Success,FALSE,"51.5074 N, -118.2437 W",Mobile,Slice2,60,79,7852,Wisconsin
TXN9746917222,ACC65526,ACC29018,148256,Deposit,10/18/2023,0.434027778,Success,FALSE,"35.6895 N, 139.6917 W",Desktop,Slice2,89,247,3284,Iowa
TXN5816994707,ACC11488,ACC74499,44325,Withdrawal,10/18/2023,0.456944444,Success,FALSE,"48.8566 N, 37.6173 W",Mobile,Slice3,87,162,3718,California
TXN7074825756,ACC80128,ACC82248,141924,Transfer,10/18/2023,10:01:00 AM,Success,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice1,64,205,1510,Maine
TXN2600080898,ACC24168,ACC54187,89344,Transfer,10/18/2023,10:29:00 AM,Success,TRUE,"40.7128 N, 139.6917 W",Desktop,Slice1,90,109,6648,Pennsylvania
TXN7454573377,ACC69625,ACC58914,113534,Transfer,10/19/2023,0.452777778,Success,TRUE,"51.5074 N, 139.6917 W",Desktop,Slice3,76,193,5526,Indiana
TXN1038301181,ACC85559,ACC68236,73435,Transfer,10/19/2023,0.444444444,Success,FALSE,"35.6895 N, -74.006 W",Mobile,Slice1,77,240,7223,North Carolina
TXN1264483408,ACC92615,ACC20606,10592,Deposit,10/19/2023,10:05:00 AM,Success,TRUE,"51.5074 N, 0.1278 W",Desktop,Slice3,86,91,7541,Montana
TXN8863707194,ACC16862,ACC11262,145932,Withdrawal,10/19/2023,10:22:00 AM,Success,FALSE,"51.5074 N, -74.006 W",Desktop,Slice1,90,149,8105,Florida
TXN7486103501,ACC14340,ACC33467,43623,Deposit,10/20/2023,0.421527778,Success,FALSE,"40.7128 N, 2.3522 W",Desktop,Slice1,84,214,8664,New Hampshire
TXN6384601784,ACC39856,ACC24658,114158,Withdrawal,10/20/2023,0.431944444,Success,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice3,72,88,4951,Tennessee
TXN2630973907,ACC76870,ACC76210,16678,Deposit,10/20/2023,10:41:00 AM,Success,TRUE,"40.7128 N, 139.6917 W",Mobile,Slice1,72,72,1863,Michigan
TXN2152224485,ACC81776,ACC17057,110338,Deposit,10/20/2023,10:56:00 AM,Success,TRUE,"48.8566 N, 2.3522 W",Mobile,Slice1,75,135,2525,Louisiana
TXN9420697084,ACC22693,ACC49786,129314,Deposit,10/21/2023,0.436805556,Success,TRUE,"48.8566 N, 37.6173 W",Desktop,Slice1,78,246,9415,Rhode Island
TXN2671509786,ACC47642,ACC49609,16357,Deposit,10/21/2023,0.432638889,Success,FALSE,"40.7128 N, 0.1278 W",Desktop,Slice1,58,137,3011,Oklahoma
TXN6559269684,ACC19685,ACC72460,17499,Deposit,10/21/2023,10:57:00 AM,Success,TRUE,"55.7558 N, 139.6917 W",Desktop,Slice1,66,173,3254,Vermont
TXN1560794795,ACC61408,ACC65100,127481,Withdrawal,10/21/2023,10:19:00 AM,Success,TRUE,"48.8566 N, 2.3522 W",Mobile,Slice3,66,75,7403,Kentucky
TXN9956101373,ACC78722,ACC16417,95682,Deposit,10/22/2023,0.448611111,Success,TRUE,"40.7128 N, -74.006 W",Mobile,Slice1,64,75,1208,Kansas
TXN1676848215,ACC95938,ACC18507,102160,Transfer,10/22/2023,0.454166667,Success,TRUE,"34.0522 N, 139.6917 W",Desktop,Slice3,63,151,9301,Montana
TXN5264915932,ACC94323,ACC61092,134507,Withdrawal,10/22/2023,10:01:00 AM,Success,TRUE,"34.0522 N, 139.6917 W",Desktop,Slice2,56,247,1881,Florida
TXN7811489633,ACC82132,ACC67444,24967,Deposit,10/22/2023,10:29:00 AM,Success,TRUE,"51.5074 N, -74.006 W",Mobile,Slice2,87,55,9124,Arkansas
TXN8725793891,ACC35927,ACC52926,120431,Withdrawal,10/23/2023,0.424305556,Success,FALSE,"48.8566 N, 37.6173 W",Desktop,Slice3,72,68,1389,North Carolina
TXN3008400720,ACC96801,ACC67913,131106,Withdrawal,10/23/2023,0.421527778,Success,TRUE,"35.6895 N, 0.1278 W",Desktop,Slice2,91,169,2975,Maryland
TXN2571649134,ACC30528,ACC36351,42610,Withdrawal,10/23/2023,10:08:00 AM,Success,TRUE,"55.7558 N, -74.006 W",Mobile,Slice3,74,76,4886,South Dakota
TXN8065405961,ACC88942,ACC30664,121330,Deposit,10/23/2023,10:09:00 AM,Success,FALSE,"55.7558 N, 2.3522 W",Mobile,Slice2,64,109,1370,California
TXN5349278466,ACC17037,ACC21803,8862,Transfer,10/24/2023,10:26:00 AM,Success,FALSE,"35.6895 N, 139.6917 W",Mobile,Slice2,75,189,3202,North Carolina
TXN4097123150,ACC36805,ACC33267,131882,Withdrawal,10/24/2023,0.452777778,Success,FALSE,"40.7128 N, 139.6917 W",Mobile,Slice3,62,132,3407,North Dakota
TXN6805586313,ACC13179,ACC18973,63581,Deposit,10/24/2023,0.445138889,Success,TRUE,"34.0522 N, 2.3522 W",Desktop,Slice1,67,250,3441,Alabama
TXN7009664995,ACC12808,ACC87838,16423,Withdrawal,10/24/2023,10:03:00 AM,Success,TRUE,"34.0522 N, 139.6917 W",Mobile,Slice3,58,187,3802,Missouri
TXN7596303179,ACC62925,ACC31357,36666,Deposit,10/25/2023,0.446527778,Success,FALSE,"34.0522 N, 139.6917 W",Desktop,Slice2,85,54,1806,Mississippi
TXN9214993999,ACC59081,ACC63217,53807,Deposit,10/25/2023,0.443055556,Success,TRUE,"48.8566 N, 37.6173 W",Desktop,Slice2,80,127,6163,Maine
TXN4508861333,ACC70626,ACC54925,82070,Withdrawal,10/25/2023,10:34:00 AM,Success,FALSE,"51.5074 N, -74.006 W",Mobile,Slice1,90,163,9950,Georgia
TXN1865615153,ACC97862,ACC11323,6317,Withdrawal,10/25/2023,10:47:00 AM,Success,TRUE,"51.5074 N, 2.3522 W",Mobile,Slice3,78,188,1815,Colorado
TXN4101163005,ACC74504,ACC51180,127535,Transfer,10/26/2023,0.453472222,Success,FALSE,"35.6895 N, -118.2437 W",Desktop,Slice3,79,79,9607,New Hampshire
TXN6032073253,ACC29569,ACC67695,127737,Deposit,10/26/2023,0.421527778,Success,TRUE,"35.6895 N, -118.2437 W",Mobile,Slice2,81,74,6910,Missouri
TXN4168078707,ACC66726,ACC28270,74698,Deposit,10/26/2023,10:05:00 AM,Success,TRUE,"48.8566 N, -118.2437 W",Mobile,Slice1,82,128,3751,South Dakota
TXN9591402229,ACC66411,ACC85248,94793,Deposit,10/26/2023,10:14:00 AM,Success,TRUE,"55.7558 N, 2.3522 W",Mobile,Slice2,79,214,2961,Rhode Island
TXN5769283480,ACC14634,ACC44684,134611,Transfer,10/27/2023,0.458333333,Success,TRUE,"48.8566 N, 37.6173 W",Mobile,Slice2,59,144,5823,Louisiana
TXN8990079335,ACC97560,ACC37375,66928,Withdrawal,10/27/2023,10:36:00 AM,Success,TRUE,"55.7558 N, 0.1278 W",Desktop,Slice1,99,101,3448,Wyoming
TXN6010561557,ACC95145,ACC19157,28581,Deposit,10/27/2023,10:23:00 AM,Success,TRUE,"51.5074 N, 139.6917 W",Mobile,Slice2,53,240,6387,Louisiana
TXN4407148066,ACC16774,ACC74772,60942,Deposit,10/27/2023,0.43125,Success,FALSE,"48.8566 N, -74.006 W",Desktop,Slice2,72,137,2789,Maine
TXN8231371570,ACC59991,ACC77139,129593,Withdrawal,10/28/2023,0.438888889,Success,TRUE,"34.0522 N, 0.1278 W",Desktop,Slice3,76,54,7884,Utah
TXN4521283693,ACC91378,ACC54434,123779,Deposit,10/28/2023,11:00:00 AM,Success,TRUE,"40.7128 N, 0.1278 W",Desktop,Slice2,66,126,7132,North Dakota
TXN4592850855,ACC54180,ACC62788,64095,Transfer,10/28/2023,10:59:00 AM,Success,FALSE,"40.7128 N, 139.6917 W",Desktop,Slice2,75,150,6586,New York
TXN8343278895,ACC34139,ACC73264,47880,Withdrawal,10/28/2023,0.44375,Success,TRUE,"34.0522 N, 37.6173 W",Desktop,Slice1,71,241,4955,Mississippi
TXN1160189664,ACC78719,ACC38259,31244,Deposit,10/29/2023,0.442361111,Success,FALSE,"55.7558 N, -118.2437 W",Mobile,Slice2,66,172,9577,Connecticut
TXN1398097487,ACC99684,ACC66040,121372,Transfer,10/29/2023,10:51:00 AM,Success,TRUE,"40.7128 N, -118.2437 W",Desktop,Slice2,89,187,3218,Wisconsin
TXN8022246760,ACC33515,ACC12270,4052,Deposit,10/29/2023,10:58:00 AM,Success,FALSE,"34.0522 N, 2.3522 W",Desktop,Slice2,83,82,5473,West Virginia
TXN3799698655,ACC24754,ACC27643,89785,Withdrawal,10/29/2023,0.418055556,Success,TRUE,"48.8566 N, 139.6917 W",Mobile,Slice2,61,98,1389,California
TXN9176993298,ACC54899,ACC91669,26048,Deposit,10/30/2023,0.419444444,Success,FALSE,"55.7558 N, 2.3522 W",Mobile,Slice1,100,96,7516,Mississippi
TXN7966767439,ACC88548,ACC75385,28772,Deposit,10/30/2023,0.447222222,Success,TRUE,"34.0522 N, 2.3522 W",Mobile,Slice1,96,192,3137,Wyoming
TXN8373322501,ACC83947,ACC42631,83227,Deposit,10/30/2023,10:09:00 AM,Success,TRUE,"55.7558 N, 139.6917 W",Desktop,Slice2,75,174,9819,Massachusetts
TXN9490755951,ACC46586,ACC20319,117140,Transfer,10/30/2023,10:24:00 AM,Success,TRUE,"55.7558 N, 37.6173 W",Desktop,Slice2,62,190,5964,Louisiana
TXN4905953142,ACC86519,ACC44726,120929,Withdrawal,10/31/2023,10:35:00 AM,Success,TRUE,"48.8566 N, 37.6173 W",Mobile,Slice1,77,214,4586,Tennessee
TXN5703695908,ACC71632,ACC68862,24831,Withdrawal,10/31/2023,10:19:00 AM,Success,FALSE,"35.6895 N, -118.2437 W",Mobile,Slice1,79,172,3786,Florida
TXN7073945412,ACC89343,ACC11124,6453,Deposit,10/31/2023,0.429861111,Success,FALSE,"55.7558 N, 139.6917 W",Mobile,Slice1,67,51,7291,Virginia
TXN9838700245,ACC99387,ACC82129,102324,Deposit,10/31/2023,0.44375,Success,TRUE,"48.8566 N, 0.1278 W",Desktop,Slice2,54,94,5717,Utah
TXN5792754437,ACC50000,ACC92966,73903,Deposit,11/1/2023,0.435416667,Success,FALSE,"48.8566 N, 37.6173 W",Mobile,Slice2,92,145,4071,Colorado
TXN1288003827,ACC90218,ACC96495,36024,Transfer,11/1/2023,0.424305556,Success,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice2,70,220,9318,Hawaii
TXN5052028045,ACC19518,ACC25846,11904,Withdrawal,11/1/2023,10:46:00 AM,Success,TRUE,"51.5074 N, 37.6173 W",Mobile,Slice3,78,53,2429,Iowa
TXN4175568505,ACC29057,ACC51605,13309,Withdrawal,11/1/2023,10:30:00 AM,Success,TRUE,"40.7128 N, 2.3522 W",Desktop,Slice1,50,99,7077,New Hampshire
TXN9210129507,ACC98981,ACC73310,78825,Deposit,11/2/2023,0.4375,Success,FALSE,"48.8566 N, -74.006 W",Mobile,Slice3,71,204,4036,Delaware
TXN1292145399,ACC71625,ACC14447,117733,Deposit,11/2/2023,10:34:00 AM,Success,FALSE,"40.7128 N, -74.006 W",Mobile,Slice1,98,149,6622,Idaho
TXN7915670502,ACC23770,ACC81872,59002,Deposit,11/2/2023,0.440972222,Success,TRUE,"34.0522 N, -74.006 W",Mobile,Slice3,51,108,6956,Vermont
TXN4933949135,ACC43784,ACC35641,23499,Transfer,11/2/2023,10:44:00 AM,Success,TRUE,"51.5074 N, 139.6917 W",Desktop,Slice3,59,191,7667,Montana
TXN1214214618,ACC73255,ACC16562,115815,Deposit,11/3/2023,0.433333333,Success,TRUE,"35.6895 N, 2.3522 W",Mobile,Slice1,94,167,3182,Wisconsin
TXN1428054922,ACC82828,ACC77176,91273,Deposit,11/3/2023,10:05:00 AM,Success,TRUE,"55.7558 N, 2.3522 W",Desktop,Slice2,76,151,5814,Delaware
TXN2169752734,ACC43792,ACC51105,117219,Withdrawal,11/3/2023,0.434027778,Success,TRUE,"55.7558 N, 2.3522 W",Desktop,Slice2,89,216,4347,Minnesota
TXN8482029253,ACC98343,ACC94038,74921,Transfer,11/3/2023,10:55:00 AM,Success,FALSE,"34.0522 N, 139.6917 W",Desktop,Slice1,100,198,2812,Massachusetts
TXN1183529701,ACC88880,ACC90819,132632,Deposit,11/4/2023,0.45625,Success,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice3,94,117,4478,New Jersey
TXN3264969836,ACC85810,ACC97228,38475,Deposit,11/4/2023,10:40:00 AM,Success,TRUE,"55.7558 N, 37.6173 W",Desktop,Slice2,62,204,5413,Tennessee
TXN9108039354,ACC81579,ACC70447,33543,Deposit,11/4/2023,10:24:00 AM,Success,TRUE,"55.7558 N, 2.3522 W",Mobile,Slice3,88,200,6733,Kentucky
TXN5377295849,ACC94970,ACC40110,146869,Deposit,11/4/2023,0.428472222,Success,TRUE,"51.5074 N, 0.1278 W",Desktop,Slice3,67,66,7067,Kentucky
TXN1783258965,ACC79528,ACC94835,146422,Withdrawal,11/5/2023,0.447916667,Success,TRUE,"55.7558 N, 37.6173 W",Mobile,Slice2,92,113,1398,South Carolina
TXN3581606217,ACC78890,ACC44155,143627,Transfer,11/5/2023,0.453472222,Success,TRUE,"55.7558 N, 0.1278 W",Mobile,Slice2,95,57,9983,New Jersey
TXN8730102843,ACC80637,ACC10646,46623,Deposit,11/5/2023,10:13:00 AM,Success,TRUE,"40.7128 N, 2.3522 W",Mobile,Slice3,66,172,7594,Rhode Island
TXN6549632788,ACC10043,ACC88019,48370,Deposit,11/5/2023,10:37:00 AM,Success,TRUE,"55.7558 N, -74.006 W",Desktop,Slice1,85,96,6034,Illinois
TXN5779708393,ACC50669,ACC36490,21978,Deposit,11/6/2023,0.417361111,Success,TRUE,"35.6895 N, 2.3522 W",Mobile,Slice3,63,220,5276,New York
TXN4521283693,ACC91378,ACC54434,115943,Deposit,11/6/2023,0.458333333,Success,TRUE,"40.7128 N, 0.1278 W",Desktop,Slice3,84,126,7132,California
TXN2498617562,ACC70544,ACC22763,97356,Withdrawal,11/6/2023,10:23:00 AM,Success,TRUE,"51.5074 N, 2.3522 W",Mobile,Slice1,90,82,3996,Massachusetts
TXN8061097504,ACC74642,ACC30873,128031,Deposit,11/6/2023,10:30:00 AM,Success,FALSE,"40.7128 N, 37.6173 W",Mobile,Slice1,62,169,1127,Idaho
TXN3750511080,ACC88972,ACC28381,117135,Transfer,11/7/2023,0.445833333,Success,TRUE,"48.8566 N, 37.6173 W",Desktop,Slice3,77,90,1899,Montana
TXN5388688267,ACC17167,ACC98216,97988,Deposit,11/7/2023,0.434027778,Success,FALSE,"40.7128 N, -118.2437 W",Desktop,Slice3,81,60,3401,West Virginia
TXN8239315689,ACC26031,ACC13443,38499,Deposit,11/7/2023,10:32:00 AM,Success,TRUE,"34.0522 N, -118.2437 W",Mobile,Slice3,91,209,4589,Oregon
TXN4865155116,ACC92160,ACC78035,15446,Deposit,11/7/2023,10:44:00 AM,Success,TRUE,"55.7558 N, -118.2437 W",Mobile,Slice1,88,230,7749,South Carolina
TXN3907059390,ACC92957,ACC88670,39253,Transfer,11/8/2023,0.41875,Success,TRUE,"51.5074 N, -118.2437 W",Mobile,Slice3,93,91,6015,Louisiana
TXN8823192902,ACC83967,ACC72954,40864,Deposit,11/8/2023,0.441666667,Success,TRUE,"34.0522 N, 139.6917 W",Desktop,Slice2,91,118,7400,North Carolina
TXN6622880955,ACC73505,ACC41835,46004,Withdrawal,11/8/2023,10:23:00 AM,Success,TRUE,"34.0522 N, 0.1278 W",Desktop,Slice1,63,153,2898,Maine
TXN9282319379,ACC32540,ACC97558,43653,Transfer,11/8/2023,10:52:00 AM,Success,FALSE,"35.6895 N, 139.6917 W",Mobile,Slice3,50,145,5111,West Virginia
TXN4537775371,ACC23590,ACC29213,143844,Withdrawal,11/9/2023,0.44375,Success,TRUE,"35.6895 N, -74.006 W",Desktop,Slice2,56,95,4777,Massachusetts
TXN7081421607,ACC88081,ACC33118,62427,Transfer,11/9/2023,0.445833333,Success,FALSE,"40.7128 N, 2.3522 W",Mobile,Slice1,79,116,2297,Colorado
TXN1889402287,ACC97828,ACC93951,111925,Deposit,11/9/2023,10:55:00 AM,Success,TRUE,"35.6895 N, 0.1278 W",Mobile,Slice1,55,112,8671,Virginia
TXN6280489068,ACC63567,ACC18427,85835,Withdrawal,11/9/2023,10:55:00 AM,Success,TRUE,"55.7558 N, -74.006 W",Mobile,Slice1,67,79,4192,Arkansas
TXN4548697356,ACC77920,ACC10329,20304,Transfer,11/10/2023,0.444444444,Success,TRUE,"55.7558 N, 2.3522 W",Desktop,Slice3,94,87,1076,Kentucky
TXN1804071554,ACC73139,ACC10365,138119,Withdrawal,11/10/2023,0.442361111,Success,FALSE,"35.6895 N, -118.2437 W",Desktop,Slice1,67,220,2894,Alaska
TXN4190406320,ACC19348,ACC46748,95145,Deposit,11/10/2023,10:56:00 AM,Success,TRUE,"55.7558 N, -118.2437 W",Desktop,Slice3,98,98,5305,Alabama
TXN6147229485,ACC29295,ACC96401,111091,Transfer,11/10/2023,10:50:00 AM,Success,FALSE,"55.7558 N, 2.3522 W",Desktop,Slice1,83,142,3566,Virginia
TXN7957686611,ACC38995,ACC74535,75429,Transfer,11/11/2023,0.422916667,Success,FALSE,"48.8566 N, 139.6917 W",Desktop,Slice3,86,249,1104,Arizona
TXN3424483698,ACC27892,ACC99186,64754,Transfer,11/11/2023,0.420833333,Success,FALSE,"55.7558 N, 0.1278 W",Mobile,Slice3,63,113,2825,Wisconsin
TXN2969596138,ACC45896,ACC17672,65389,Deposit,11/11/2023,10:27:00 AM,Success,TRUE,"40.7128 N, 139.6917 W",Mobile,Slice2,82,150,7186,Minnesota
TXN7444932806,ACC63082,ACC11551,55044,Transfer,11/11/2023,10:07:00 AM,Success,TRUE,"55.7558 N, 37.6173 W",Desktop,Slice1,56,57,9665,Maine
TXN4416733764,ACC25311,ACC52411,142306,Deposit,11/12/2023,0.451388889,Success,TRUE,"48.8566 N, -74.006 W",Desktop,Slice3,97,153,6988,Florida
TXN6541081268,ACC38200,ACC58113,87754,Withdrawal,11/12/2023,0.43125,Success,FALSE,"40.7128 N, 139.6917 W",Desktop,Slice1,87,93,4526,Alaska
TXN3316454211,ACC10811,ACC86980,53245,Deposit,11/12/2023,10:12:00 AM,Success,TRUE,"51.5074 N, 37.6173 W",Mobile,Slice2,63,94,8554,Wisconsin
TXN1518602016,ACC18963,ACC20884,656,Deposit,11/12/2023,10:19:00 AM,Success,TRUE,"35.6895 N, 0.1278 W",Mobile,Slice2,93,168,7533,South Dakota
TXN4038631801,ACC97742,ACC36014,38961,Withdrawal,11/13/2023,0.420833333,Success,FALSE,"48.8566 N, 37.6173 W",Desktop,Slice3,75,176,5797,Texas
TXN6806243378,ACC47965,ACC43390,85128,Transfer,11/13/2023,0.452777778,Success,TRUE,"51.5074 N, 37.6173 W",Desktop,Slice1,100,60,5788,New York
TXN7693168196,ACC15750,ACC20083,117556,Withdrawal,11/13/2023,10:55:00 AM,Success,TRUE,"35.6895 N, 0.1278 W",Mobile,Slice2,73,215,2432,Alabama
TXN4227753155,ACC33497,ACC27326,75008,Withdrawal,11/13/2023,10:10:00 AM,Success,FALSE,"48.8566 N, 2.3522 W",Desktop,Slice1,89,141,2829,North Carolina
TXN3215135557,ACC52777,ACC69706,57972,Transfer,11/14/2023,0.423611111,Success,TRUE,"51.5074 N, 0.1278 W",Mobile,Slice3,54,194,2018,Kentucky
TXN9960780796,ACC16531,ACC41695,109755,Withdrawal,11/14/2023,0.447222222,Success,TRUE,"48.8566 N, 2.3522 W",Mobile,Slice2,56,159,1419,Idaho
TXN5423422909,ACC96725,ACC59742,59828,Deposit,11/14/2023,10:47:00 AM,Success,TRUE,"40.7128 N, 2.3522 W",Mobile,Slice2,70,105,8090,Vermont
TXN8860546537,ACC51556,ACC52674,32905,Deposit,11/14/2023,10:52:00 AM,Success,FALSE,"34.0522 N, -74.006 W",Desktop,Slice1,97,214,3232,Louisiana
TXN4933949135,ACC43784,ACC35641,74370,Withdrawal,11/15/2023,0.447222222,Success,FALSE,"51.5074 N, 139.6917 W",Mobile,Slice1,77,191,7667,California
TXN2274786678,ACC67196,ACC34138,121044,Deposit,11/15/2023,0.424305556,Success,TRUE,"51.5074 N, 37.6173 W",Mobile,Slice3,75,200,1582,Utah
TXN8130580934,ACC29795,ACC77438,17348,Deposit,11/15/2023,10:24:00 AM,Success,TRUE,"34.0522 N, -118.2437 W",Desktop,Slice1,78,192,5865,Wisconsin
TXN6187390659,ACC36830,ACC35791,82405,Deposit,11/15/2023,10:42:00 AM,Success,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice2,51,77,3512,Minnesota
TXN1875086020,ACC99006,ACC20011,37838,Deposit,11/16/2023,0.453472222,Success,FALSE,"55.7558 N, -118.2437 W",Mobile,Slice2,74,171,7764,Massachusetts
TXN8646637708,ACC26086,ACC47587,78318,Deposit,11/16/2023,0.430555556,Success,FALSE,"55.7558 N, 37.6173 W",Desktop,Slice3,54,228,8300,Alabama
TXN4627141841,ACC87313,ACC58959,90200,Deposit,11/16/2023,10:06:00 AM,Success,FALSE,"51.5074 N, 2.3522 W",Desktop,Slice1,75,124,7814,Mississippi
TXN1806416150,ACC93504,ACC75996,37063,Deposit,11/16/2023,10:24:00 AM,Success,TRUE,"40.7128 N, 2.3522 W",Mobile,Slice3,81,82,7758,North Dakota
TXN5725214404,ACC30050,ACC22352,68069,Deposit,11/17/2023,0.452083333,Success,FALSE,"55.7558 N, 0.1278 W",Mobile,Slice3,92,221,1949,New Hampshire
TXN3164901783,ACC86774,ACC57313,125660,Transfer,11/17/2023,0.45,Success,FALSE,"34.0522 N, 139.6917 W",Desktop,Slice1,88,112,9027,North Carolina
TXN7937750067,ACC26501,ACC19142,17279,Deposit,11/17/2023,10:15:00 AM,Success,TRUE,"55.7558 N, 2.3522 W",Desktop,Slice2,78,218,6257,Washington
TXN4093369509,ACC47989,ACC97491,55538,Deposit,11/17/2023,10:03:00 AM,Success,TRUE,"51.5074 N, -118.2437 W",Desktop,Slice1,98,166,3554,Rhode Island
TXN3213179630,ACC63547,ACC22247,36271,Transfer,11/18/2023,0.435416667,Success,TRUE,"40.7128 N, -118.2437 W",Mobile,Slice3,76,99,7508,Delaware
TXN7408966343,ACC39498,ACC97070,75190,Withdrawal,11/18/2023,0.421527778,Success,TRUE,"34.0522 N, -118.2437 W",Desktop,Slice2,100,136,4829,Florida
TXN8577286135,ACC46443,ACC59429,19334,Deposit,11/18/2023,10:21:00 AM,Success,TRUE,"34.0522 N, -118.2437 W",Mobile,Slice2,61,248,1759,Washington
TXN1834879380,ACC59721,ACC82859,108857,Transfer,11/18/2023,10:29:00 AM,Success,TRUE,"55.7558 N, -74.006 W",Desktop,Slice2,100,163,3436,Alaska
TXN1514038740,ACC25986,ACC14717,143669,Deposit,11/19/2023,0.438888889,Success,FALSE,"40.7128 N, 37.6173 W",Mobile,Slice2,86,122,9155,Connecticut
TXN3679557633,ACC63042,ACC67654,62479,Transfer,11/19/2023,0.433333333,Success,FALSE,"48.8566 N, 139.6917 W",Desktop,Slice3,76,69,1320,Vermont
TXN1219225315,ACC54593,ACC35168,141122,Deposit,11/19/2023,10:17:00 AM,Success,TRUE,"35.6895 N, -74.006 W",Desktop,Slice1,72,250,9865,Iowa
TXN4241858851,ACC32144,ACC23303,18980,Deposit,11/19/2023,10:48:00 AM,Success,FALSE,"48.8566 N, 0.1278 W",Desktop,Slice3,91,114,9871,Maine
TXN3572064871,ACC66129,ACC88485,134389,Transfer,11/20/2023,0.434722222,Success,TRUE,"51.5074 N, -74.006 W",Mobile,Slice2,94,136,1624,Connecticut
TXN7257989930,ACC95768,ACC53403,126175,Deposit,11/20/2023,0.419444444,Success,TRUE,"40.7128 N, -118.2437 W",Desktop,Slice3,72,190,7238,Arkansas
TXN2545526306,ACC47841,ACC84653,24236,Transfer,11/20/2023,10:32:00 AM,Success,FALSE,"34.0522 N, 37.6173 W",Mobile,Slice3,55,109,1495,Ohio
TXN6135136280,ACC80202,ACC20579,91962,Deposit,11/20/2023,10:19:00 AM,Success,TRUE,"34.0522 N, -74.006 W",Desktop,Slice1,76,109,1696,California
TXN2164420656,ACC46536,ACC75628,17750,Deposit,11/21/2023,10:01:00 AM,Success,FALSE,"48.8566 N, 2.3522 W",Desktop,Slice1,81,163,2730,Wyoming
TXN5530860650,ACC41494,ACC38025,133961,Deposit,11/21/2023,0.427777778,Success,TRUE,"34.0522 N, 2.3522 W",Mobile,Slice3,52,88,3118,Rhode Island
TXN5884141090,ACC87519,ACC55381,67865,Transfer,11/21/2023,0.418055556,Success,FALSE,"34.0522 N, 37.6173 W",Desktop,Slice2,51,123,3761,Tennessee
TXN1685334204,ACC78888,ACC97477,50398,Deposit,11/21/2023,10:17:00 AM,Success,TRUE,"35.6895 N, 2.3522 W",Mobile,Slice2,99,169,3057,Texas
TXN4660989719,ACC43060,ACC70548,1945,Deposit,11/22/2023,0.444444444,Success,TRUE,"35.6895 N, -118.2437 W",Mobile,Slice3,94,217,3882,Arkansas
TXN2285178903,ACC42281,ACC37349,4807,Deposit,11/22/2023,10:32:00 AM,Success,TRUE,"48.8566 N, 139.6917 W",Desktop,Slice2,79,135,1188,California
TXN3756567942,ACC53354,ACC38471,29123,Deposit,11/22/2023,0.422222222,Success,FALSE,"35.6895 N, -74.006 W",Desktop,Slice1,51,75,8080,Pennsylvania
TXN3164901783,ACC86774,ACC57313,5294,Transfer,11/22/2023,10:48:00 AM,Success,TRUE,"34.0522 N, 139.6917 W",Desktop,Slice2,52,112,9027,Alabama
TXN8506838667,ACC27786,ACC77787,108447,Deposit,11/23/2023,0.428472222,Success,TRUE,"34.0522 N, 2.3522 W",Mobile,Slice3,87,153,6889,Iowa
TXN4097123150,ACC36805,ACC33267,80270,Deposit,11/23/2023,0.452777778,Success,FALSE,"40.7128 N, 139.6917 W",Desktop,Slice1,92,132,3407,New Jersey
TXN3745560897,ACC34706,ACC74207,94523,Transfer,11/23/2023,10:12:00 AM,Success,TRUE,"40.7128 N, 37.6173 W",Mobile,Slice3,85,123,8519,Tennessee
TXN6033289469,ACC21381,ACC50642,100208,Withdrawal,11/23/2023,10:02:00 AM,Success,FALSE,"48.8566 N, 139.6917 W",Desktop,Slice1,94,193,6060,North Dakota
